tweet,date,retweet,like,year_month,year,sentiment,new_tweet_text,period,month_year
never in my life i ve seen a ruling govt   its prime minister running around so scared avoiding to go to parliament  macam2 alasan   macam2 terma dan syarat  kerajaanbangsat  kerajaanbodoh  kerajaanzalim  kerajaanpembunuh  kerajaanbetagagal  malaysia  malaysian  pru15,2021-07-22,23,98,2021-07,2021,1,never life I see ruling prime minister run around go parliament terma dan,during,2021-07
i wanna cry so bad like  txt on astro  malaysian broadcast station  is a verrryyyyy big thing this is a win omg and the possibilities for txt concert tour in malaysia is soooo bright i can see it plsss,2021-09-14,26,94,2021-09,2021,1,I cry bad like broadcast station big thing win concert tour bright I see,during,2021-09
malaysia has seized a  pakistan international airlines  pia  boeing 777 aeroplane at the kuala lumpur airport owing to non payment of aircraft lease dues  in such cases  china might cut pakistan into pieces like a cake   take big pieces as they love only land ,2021-01-19,9,92,2021-01,2021,1,international pia aeroplane airport owe non payment aircraft lease china might cut like cake take big love land,during,2021-01
  tw death i have to tell u how bad the covid cases in malaysia is rn  every of my little siblings have to partake in online classes and everyday i hear prayers held by teachers for parents and family members that were lost to the classmates and  it just keeps worsening,2021-04-08,56,91,2021-08,2021,0,death I tell u bad covid every little partake class everyday I hear family lose worsen,during,2021-04
what does pejuang have to offer besides tired old ideas from a tired old man who contributed heavily to malaysia s degeneration by destroying our institutions  weakened our democracy and made an oligarchic economy ,2021-09-07,35,91,2021-07,2021,0,offer besides tired old tired old man heavily degeneration democracy make oligarchic economy,during,2021-09
received many messages from my old students in malaysia singapore   uk enquiring about me   the media has really scared the outside world a lot about  india we shall overcome this soon the lockdown begins tomorrow  it should also be the beginning of freedom from the pandemic,2021-04-26,8,90,2021-04,2021,1,receive many old I medium really outside world lot shall overcome soon tomorrow also beginning freedom pandemic,during,2021-04
malaysia my dude im so fucking tired of you,2021-11-06,75,88,2021-06,2021,0,dude tired,during,2021-11
liga super malaysia sabah vs kedah match suspended due to bad weather,2021-08-05,16,87,2021-05,2021,0,super match suspend due bad weather,during,2021-08
covid 19 guys  i got a bad feeling we might face complete lockdown  we got to break the chain  keep social distancing do not go out unnecessarily avoid body contact compulsory face mask use sanitizer   wash your hands frequently every one of us can save bangsa malaysia,2021-01-24,12,85,2021-01,2021,0,covid I get bad feeling might face complete get break chain keep social go unnecessarily avoid body contact compulsory face mask use wash frequently every one save,during,2021-01
change will not come to malaysia for the next 50 years at the very least  i have spent my entire formative years being pushed down and out by the system designed to put youngsters of my  category  down  so don t stand in my way and preach to me when i say i m tired and leaving ,2021-06-26,22,85,2021-06,2021,0,change come next least I spend entire formative system design put category stand way preach I I say I tired leave,during,2021-06
i ve never said anything bad about shopee malaysia,2021-03-15,6,85,2021-03,2021,1,I never say anything bad,during,2021-03
so jungkook question got cut off the tv,2021-07-14,24,85,2021-07,2021,0,question got cut,during,2021-07
mahathir’s achievements make malays feel insecure racially divide malaysia uphold neoliberal capitalism favouring elites ruling class malays   other ethnics willing to be yes men islamised malaysia in a bad way introduced sb  empowered jakim  syariah court,2021-07-08,37,84,2021-08,2021,0,make feel insecure racially divide uphold capitalism rule class willing yes man bad way court,during,2021-07
on today s episode in malaysia i feel bad for  ashukla09   they shouldn t mock or provoke him on remembering the number  you really did the best  abhinavshukla   love from malaysia    kkk11  khatronkekhiladi,2021-08-15,45,84,2021-08,2021,0,today episode I feel bad mock provoke number really good love,during,2021-08
please we all are so tired  so tired of studying home  looking at four walls  staring at our phones laptops tvs  god bless our mental health   and the number of su c de cases in malaysia during this pandemic is just yet people tak faham   and i honestly don t understand ,2021-09-07,40,84,2021-07,2021,1,please tired tired home look four staring god bless mental health number c de pandemic yet people faham I honestly understand,during,2021-09
of course malaysia cant afford bts its hella 40 million we cant even handle inflation in our country dont talk about bringing bts  im at ease to know if they cant come here rather than the locals giving them bad services ,2021-01-25,18,83,2021-01,2021,0,course afford million even handle inflation country talk ease know come rather give bad,during,2021-01
some boys really need to learn how to give respect to girls  we all are educated here so fight karo lekin abuse krna iss so bad  aur jisne bhi aaj meri mom ko abuse kiya shukar manao ki you guys r not from malaysia warna you all can go to jail  better behave yourself   alygoni,2021-03-20,46,81,2021-03,2021,0,really need learn give respect educate fight karo abuse bad ko abuse r go jail well behave,during,2021-03
she stood for women  and its a good things  this issue shouldn t be taken as a joke  imagine getting 1m in 7 days for not doing anything wrong  shame on you who filed a lawsuit towards ain who s protect the whole students in malaysia  freeain,2021-06-08,16,80,2021-08,2021,0,stand good issue take joke imagine get day anything wrong shame lawsuit towards protect whole,during,2021-06
tired to keep mentioning do not support illegal uploaded but still some of you supported it  as long there’s no official statement  do not support  still with you only on soundcloud  do not buy stream on spotify itunes   etc except soundcloud ,2021-08-21,33,78,2021-08,2021,0,tired keep support illegal still long official statement support still buy stream except,during,2021-08
i m so tired of seeing tweets and stupid takes from privileged assholes that told others to be kind to foreigners  pati  people lived outside of malaysia but don t see the worth in their own people s lifes  crazy how can they be highly sympathetic of others but not their own ,2021-08-16,83,77,2021-08,2021,1,I tired see stupid privileged tell kind people live outside see worth people crazy highly sympathetic,during,2021-08
hi malaysia and taiwan if you hate thai people you can say “ i here too” 3 times because thailand has a bad government so we are unemployed  so sad and lastly  we didn t hack  thank you  popcat  ม็อบ15สิงหา,2021-08-15,162,74,2021-08,2021,0,hi hate people say I time bad government unemployed sad lastly hack thank,during,2021-08
